timestamp,event_type,weight_before,weight_after,weight_delta,focus_rank,strategy,focus_peak,focus_trough,strategy_dd_at_event,qqq_vs_200ma_at_event
2020-04-09 10:00:00,entry,0.0,1.0,1.0,6,macd_signal_8d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.3599267931525051,0.009029733288326236
2020-07-07 12:00:00,reduce,1.0,0.5,-0.5,6,macd_signal_8d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.004785743700136291,0.22945980133590416
2020-07-24 12:00:00,add,0.5,1.0,0.5,6,macd_signal_8d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.09469597493994142,0.17889246497799727
2020-02-12 14:00:00,reduce,1.0,0.5,-0.5,6,macd_slow_24d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.0023404730884177827,0.1956025891056874
2020-02-24 12:00:00,add,0.5,1.0,0.5,6,macd_slow_24d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.1025560133955915,0.12288898836945328
2020-03-09 12:00:00,exit,1.0,0.0,-1.0,6,macd_slow_24d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.3615003004251387,-0.00244840300223903
2020-04-07 14:00:00,entry,0.0,1.0,1.0,6,macd_slow_24d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.3843214209117445,-0.010610540497736465
2020-04-08 12:00:00,exit,1.0,0.0,-1.0,6,macd_slow_24d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.36307231872080115,0.002471663697467541
2020-04-09 10:00:00,entry,0.0,1.0,1.0,6,macd_slow_24d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.35992679315250453,0.009029733288326236
2020-07-07 12:00:00,reduce,1.0,0.5,-0.5,6,macd_slow_24d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.004785743700136291,0.22945980133590416
2020-07-24 12:00:00,add,0.5,1.0,0.5,6,macd_slow_24d,2020-02-19 14:00:00,2020-03-09 10:00:00,-0.0946959749399412,0.17889246497799727
